@relation Showdown

@attribute gameCount numeric
@attribute potSize numeric
@attribute logPotSize numeric
@attribute stackSize numeric
@attribute log1pStackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute foldFrequency numeric
@attribute callFrequency numeric
@attribute raiseFrequency numeric
@attribute nbAllPlayerBetRaise numeric
@attribute nbPlayerBetRaise numeric
@attribute nbPlayerPreFlopBetRaise numeric
@attribute nbPlayerPostFlopBetRaise numeric
@attribute nbPlayerFlopBetRaise numeric
@attribute nbPlayerTurnBetRaise numeric
@attribute nbPlayerRiverBetRaise numeric
@attribute allPlayerBetRaiseAmount numeric
@attribute playerBetRaiseAmount numeric
@attribute playerPreFlopBetRaiseAmount numeric
@attribute playerPostFlopBetRaiseAmount numeric
@attribute playerFlopBetRaiseAmount numeric
@attribute playerTurnBetRaiseAmount numeric
@attribute playerRiverBetRaiseAmount numeric
@attribute allPlayerBetsAmount numeric
@attribute playerBetsAmount numeric
@attribute playerPreFlopBetsAmount numeric
@attribute playerPostFlopBetsAmount numeric
@attribute playerFlopBetsAmount numeric
@attribute playerTuretsAmount numeric
@attribute playerRiverBetsAmount numeric
@attribute allPlayerRaisesAmount numeric
@attribute playerRaisesAmount numeric
@attribute playerPreFlopRaisesAmount numeric
@attribute playerPostFlopRaisesAmount numeric
@attribute playerFlopRaisesAmount numeric
@attribute playerTurnRaisesAmount numeric
@attribute playerRiverRaisesAmount numeric
@attribute relNbPlayerBetRaise numeric
@attribute relNbPlayerPreFlopBetRaise numeric
@attribute relNbPlayerPostFlopBetRaise numeric
@attribute relNbPlayerFlopBetRaise numeric
@attribute relNbPlayerTurnBetRaise numeric
@attribute relNbPlayerRiverBetRaise numeric
@attribute relPlayerBetRaiseAmount numeric
@attribute relPlayerPreFlopBetRaiseAmount numeric
@attribute relPlayerPostFlopBetRaiseAmount numeric
@attribute relPlayerFlopBetRaiseAmount numeric
@attribute relPlayerTurnBetRaiseAmount numeric
@attribute relPlayerRiverBetRaiseAmount numeric
@attribute nbPlayerPreFlopBetRaiseTable numeric
@attribute nbPlayerPostFlopBetRaiseTable numeric
@attribute nbPlayerFlopBetRaiseTable numeric
@attribute nbPlayerTurnBetRaiseTable numeric
@attribute nbPlayerRiverBetRaiseTable numeric
@attribute playerPreFlopBetRaiseAmountTable numeric
@attribute playerPostFlopBetRaiseAmountTable numeric
@attribute playerFlopBetRaiseAmountTable numeric
@attribute playerTurnBetRaiseAmountTable numeric
@attribute playerRiverBetRaiseAmountTable numeric
@attribute lastActionWasBetRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute logAFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute part0Prob numeric
@attribute part1Prob numeric
@attribute part2Prob numeric
@attribute part3Prob numeric
@attribute part4Prob numeric
@attribute part5Prob numeric
@attribute avgPartition {0,1,2,3,4,5}

@data
763,9241.5,9.131459,34.5,3.569533,2,2,1,0.964324,0.542944,0.301574,0.155635,14,6,0,6,0,5,1,64.5,27,0,27,0,25,2,8.5,0,0,0,0,0,0,56,27,0,27,0,25,2,0.428571,0,0.461538,0,0.5,0.5,0.418605,0,0.461538,0,0.5,0.571429,1,13,1,10,2,6,58.5,5,50,3.5,true,0.171056,0.025606,0.842975,0.224913,-1.118173,0.018843,0.211473,0.20292,7.830189,0.536786,1.748884,0.018843,0,0,0,0,0,1,5
776,9391.5,9.14756,36.5,3.624341,2,2,1,0.965263,0.540948,0.302544,0.156658,10,4,0,4,1,0,3,62.5,22.5,0,22.5,13,0,9.5,20.5,2,0,2,0,0,2,42,20.5,0,20.5,13,0,7.5,0.4,0,0.444444,0.333333,0,0.6,0.36,0,0.381356,0.325,0,0.558824,1,9,3,1,5,3.5,59,40,2,17,true,0.170769,0.025179,0.846154,0.226514,-1.104902,0.018537,0.210513,0.202103,7.814815,0.536115,1.728773,0.018537,0,0,0,0,1,0,4
934,11001,9.305741,0,0,2,2,1,0.969302,0.559873,0.290797,0.149458,5,2,0,2,1,0,1,99,33,0,33,32.5,0,0.5,34,0.5,0,0.5,0,0,0.5,65,32.5,0,32.5,32.5,0,0,0.4,0,0.4,0.333333,0,1,0.333333,0,0.333333,0.333333,0,1,0,5,3,1,1,0,99,97.5,1,0.5,true,0.169723,0.029467,0.841727,0.217969,-1.095726,0.016286,0.216631,0.208571,8.310345,0.52766,1.787032,0.016286,0,0,0,0,1,0,4
1027,12007.5,9.393287,0,0,2,2,1,0.971915,0.558639,0.290224,0.151254,8,3,0,3,2,0,1,99,23.5,0,23.5,5,0,18.5,67.5,0,0,0,0,0,0,31.5,23.5,0,23.5,5,0,18.5,0.375,0,0.428571,0.5,0,0.5,0.237374,0,0.25,0.5,0,0.224242,1,7,4,1,2,5,94,10,1.5,82.5,true,0.174782,0.034568,0.848185,0.219821,-1.10653,0.015099,0.217459,0.210126,8.451612,0.522607,1.838499,0.015099,0,0,0,0,0,0,0
1088,12870,9.462654,69,4.248495,2,2,1,0.974118,0.555612,0.294918,0.14958,6,1,0,1,0,1,0,30,2,0,2,0,2,0,23.5,0,0,0,0,0,0,6.5,2,0,2,0,2,0,0.166667,0,0.2,0,0.333333,0,0.066667,0,0.148148,0,0.235294,0,1,5,1,3,1,16.5,13.5,4,8.5,1,false,0.17967,0.0363,0.834862,0.219782,-1.104633,0.013988,0.224542,0.217619,8.71875,0.524641,1.837198,0.013988,0,0,0,1,0,0,3
1089,13035,9.475393,17.5,2.917771,2,2,1,0.974118,0.552582,0.296036,0.151491,9,3,0,3,1,0,2,81.5,36,0,36,2,0,34,6,0,0,0,0,0,0,75.5,36,0,36,2,0,34,0.333333,0,0.375,0.333333,0,0.5,0.441718,0,0.45283,0.210526,0,0.5,1,8,3,1,4,2,79.5,9.5,2,68,true,0.180421,0.036267,0.836364,0.221184,-1.084099,0.013902,0.225252,0.218335,8.676923,0.526857,1.808526,0.013902,0,0,0,0,0,1,5
1097,13201,9.488048,78,4.369448,2,2,1,0.974118,0.550216,0.299137,0.150755,4,0,0,0,0,0,0,21,0,0,0,0,0,0,7.5,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,13.5,7.5,2,3.5,2,false,0.181835,0.036912,0.821958,0.219818,-1.103453,0.013735,0.225431,0.218565,8.8,0.528935,1.821634,0.013735,0,0,0,1,0,0,3
1131,13414.5,9.504091,73.5,4.310799,2,2,1,0.974369,0.550863,0.299599,0.149643,8,3,0,3,1,1,1,25.5,5.5,0,5.5,1.5,2,2,4.5,0,0,0,0,0,0,21,5.5,0,5.5,1.5,2,2,0.375,0,0.428571,0.333333,0.5,0.5,0.215686,0,0.44,0.272727,0.5,0.666667,1,7,3,2,2,13,12.5,5.5,4,3,true,0.181674,0.036687,0.810345,0.217482,-1.108191,0.013333,0.226608,0.219066,8.676471,0.529433,1.827504,0.013333,0,0,1,0,0,0,2
1155,13913,9.540579,14.5,2.74084,2,2,1,0.975327,0.547098,0.301821,0.151183,10,4,0,4,3,1,0,84.5,33,0,33,31,2,0,8.5,0,0,0,0,0,0,76,33,0,33,31,2,0,0.4,0,0.444444,0.5,0.5,0,0.390533,0,0.5,0.5,0.666667,0,1,9,6,2,1,18.5,66,62,3,1,false,0.183952,0.03679,0.81337,0.219859,-1.082561,0.012881,0.227092,0.219707,8.657143,0.530009,1.79258,0.012881,0,0,0,0,0,1,5
1179,14075,9.552155,54.5,4.016383,2,2,1,0.975327,0.550241,0.300283,0.149575,6,1,0,1,0,0,1,44.5,8,0,8,0,0,8,13,0,0,0,0,0,0,31.5,8,0,8,0,0,8,0.166667,0,0.2,0,0,0.333333,0.179775,0,0.275862,0,0,0.333333,1,5,1,1,3,15.5,29,3,2,24,false,0.182756,0.036889,0.805479,0.217011,-1.086318,0.012737,0.229248,0.222012,8.857142,0.53345,1.791169,0.012737,0,0,0,1,0,0,3
1183,14245,9.564161,30.5,3.449988,2,2,1,0.975327,0.548628,0.300529,0.150942,9,3,0,3,1,1,1,68.5,10,0,10,3,4.5,2.5,10,0,0,0,0,0,0,58.5,10,0,10,3,4.5,2.5,0.333333,0,0.375,0.333333,0.333333,0.5,0.145985,0,0.344828,0.333333,0.3,0.5,1,8,3,3,2,39.5,29,9,15,5,true,0.182982,0.036765,0.807065,0.217808,-1.094913,0.012667,0.23016,0.222949,8.830986,0.535826,1.793878,0.012667,0,0,0,0,1,0,4
1187,14266.5,9.565669,91.5,4.527209,2,2,1,0.975327,0.548016,0.300938,0.151144,4,1,0,1,1,0,0,7.5,2,0,2,2,0,0,5.5,0,0,0,0,0,0,2,2,0,2,2,0,0,0.25,0,0.25,0.5,0,0,0.266667,0,0.266667,0.5,0,0,0,4,2,1,1,0,7.5,4,1.5,2,false,0.182368,0.036641,0.805405,0.217741,-1.094772,0.012597,0.230227,0.2222,8.630137,0.53564,1.792489,0.012597,0,0,1,0,0,0,2
1206,14703,9.595807,0,0,2,2,1,0.976,0.54481,0.300113,0.155174,14,7,0,7,0,5,2,99,48.5,0,48.5,0,45,3.5,9.5,4,0,4,0,2,2,89.5,44.5,0,44.5,0,43,1.5,0.5,0,0.538462,0,0.555556,0.666667,0.489899,0,0.513228,0,0.511364,0.636364,1,13,1,9,3,4.5,94.5,1,88,5.5,true,0.18281,0.037719,0.824,0.222206,-1.041956,0.012459,0.229091,0.22119,8.421053,0.533673,1.727212,0.012459,0,0,0,0,0,1,5
1227,15084,9.621389,66,4.204693,2,2,1,0.976216,0.542662,0.299239,0.158193,8,2,0,2,1,0,1,33,5.5,0,5.5,3.5,0,2,9.5,0,0,0,0,0,0,23.5,5.5,0,5.5,3.5,0,2,0.25,0,0.285714,0.333333,0,0.333333,0.166667,0,0.203704,0.259259,0,0.235294,1,7,3,1,3,6,27,13.5,5,8.5,false,0.182128,0.037076,0.832461,0.224234,-1.024554,0.012258,0.228432,0.220666,8.644737,0.537157,1.708507,0.012258,0,0,0,0,0,1,5
1285,15934.5,9.676242,47.5,3.881564,2,2,1,0.976637,0.54362,0.300633,0.155837,4,0,0,0,0,0,0,51.5,0,0,0,0,0,0,7,0,0,0,0,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,44.5,7,1,4,2,false,0.181691,0.036183,0.811414,0.220195,-1.047221,0.011692,0.232118,0.223926,8.871795,0.541494,1.714865,0.011692,0,0,0,0,0.333333,0.666667,5
1293,16116.5,9.687599,28.5,3.38439,2,2,1,0.976842,0.539776,0.303236,0.157077,10,3,0,3,1,2,0,70.5,16,0,16,1,15,0,11.5,0,0,0,0,0,0,59,16,0,16,1,15,0,0.3,0,0.333333,0.333333,0.4,0,0.22695,0,0.288288,0.08,0.375,0,1,9,3,5,1,15,55.5,12.5,40,3,false,0.182884,0.03596,0.807786,0.221212,-1.049767,0.011515,0.232228,0.224086,8.898734,0.543328,1.71036,0.011515,0,0,0,0,0,1,5
1295,16200,9.692766,59,4.094345,2,2,1,0.976842,0.537715,0.303145,0.159228,10,4,0,4,0,3,1,40,18,0,18,0,15,3,7.5,0,0,0,0,0,0,32.5,18,0,18,0,15,3,0.4,0,0.444444,0,0.5,0.5,0.45,0,0.473684,0,0.5,0.5,1,9,1,6,2,2,38,2,30,6,true,0.183372,0.035905,0.813559,0.222892,-1.042245,0.011457,0.232641,0.224511,8.753086,0.544618,1.699869,0.011457,0,0,0,0,0,0,0
1318,16621.5,9.718452,46,3.850147,2,2,1,0.976842,0.535494,0.302064,0.162529,6,2,1,1,0,0,1,53,3,1,2,0,0,2,5.5,0,0,0,0,0,0,47.5,3,1,2,0,0,2,0.333333,0.5,0.25,0,0,0.5,0.056604,0.021978,0.266667,0,0,0.571429,2,4,1,1,2,45.5,7.5,1.5,2.5,3.5,true,0.183207,0.036793,0.821429,0.224748,-1.038747,0.011287,0.233132,0.225144,8.73494,0.545607,1.690134,0.011287,0,1,0,0,0,0,1
1324,16796,9.728896,16.5,2.862201,2,2,1,0.977436,0.532689,0.302552,0.164845,16,8,0,8,3,2,3,82.5,34,0,34,20,7,7,5,5,0,5,1,2,2,77.5,29,0,29,19,5,5,0.5,0,0.5,0.5,0.5,0.5,0.412121,0,0.412121,0.39604,0.411765,0.466667,0,16,6,4,6,0,82.5,50.5,17,15,false,0.183133,0.036627,0.832547,0.227981,-1.027268,0.011232,0.232078,0.224127,8.831326,0.547121,1.672934,0.011232,0,0,0,0,0,1,5
1334,16931.5,9.736931,47,3.871201,2,2,1,0.977815,0.533171,0.301818,0.165097,7,4,0,4,1,3,0,52,25.5,0,25.5,1,24.5,0,7,3,0,3,1,2,0,45,22.5,0,22.5,0,22.5,0,0.571429,0,0.571429,1,0.6,0,0.490385,0,0.490385,1,0.521277,0,0,7,1,5,1,0,52,1,47,4,false,0.182511,0.036353,0.838028,0.228817,-1.016547,0.011176,0.231839,0.223946,8.682353,0.546767,1.660343,0.011176,0,0,0,1,0,0,3
1400,17576,9.77429,95,4.564348,2,2,1,0.979213,0.535995,0.300164,0.163924,2,2,0,2,0,1,1,4,4,0,4,0,2,2,4,4,0,4,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,2,0,1,1,0,4,0,2,2,true,0.180342,0.035356,0.842697,0.228769,-1.019197,0.010704,0.233761,0.224815,8.719101,0.549318,1.671237,0.010704,0,0,0,0,1,0,4
1430,18004,9.798349,34,3.555348,2,2,1,0.979692,0.536918,0.297959,0.165203,13,8,0,8,2,4,2,65,35,0,35,2.5,28,4.5,5,5,0,5,1,2,2,60,30,0,30,1.5,26,2.5,0.615385,0,0.615385,0.666667,0.571429,0.666667,0.538462,0,0.538462,0.625,0.518519,0.642857,0,13,3,7,3,0,65,4,54,7,true,0.180056,0.036011,0.853659,0.230135,-1.02575,0.010605,0.234449,0.22569,8.608696,0.549367,1.667492,0.010605,0,0,0,0,0,0,0
1489,18271,9.81307,65,4.189655,2,2,1,0.980299,0.542883,0.294531,0.162663,8,3,0,3,2,1,0,34,16,0,16,14,2,0,3.5,0,0,0,0,0,0,30.5,16,0,16,14,2,0,0.375,0,0.428571,0.5,0.5,0,0.470588,0,0.5,0.5,0.666667,0,1,7,4,2,1,2,32,28,3,1,false,0.177629,0.034588,0.854348,0.227771,-1.016545,0.01027,0.232552,0.224139,8.536842,0.545467,1.666111,0.01027,0,0,1,0,0,0,2
1499,18385,9.81929,74.5,4.324132,2,2,1,0.980299,0.542901,0.294377,0.162798,7,2,0,2,0,1,1,24.5,6.5,0,6.5,0,4.5,2,8.5,0,0,0,0,0,0,16,6.5,0,6.5,0,4.5,2,0.285714,0,0.333333,0,0.5,0.333333,0.265306,0,0.302326,0,0.5,0.210526,1,6,1,2,3,3,21.5,3,9,9.5,false,0.177112,0.034358,0.853132,0.227472,-1.016554,0.010224,0.232335,0.223979,8.510417,0.545836,1.66931,0.010224,0,0,0,0,1,0,4
1503,18453,9.822982,84.5,4.448516,2,2,1,0.980299,0.542043,0.296066,0.161967,4,0,0,0,0,0,0,14.5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,7,7.5,2.5,3.5,1.5,false,0.177969,0.034267,0.844017,0.2264,-1.019955,0.010133,0.233046,0.224711,8.572917,0.547674,1.674054,0.010133,0,0,0,1,0,0,3
1610,19394.5,9.872745,87,4.477337,2,2,1,0.981538,0.548971,0.29298,0.158122,5,2,0,2,0,1,1,12,4,0,4,0,2,2,9,4,0,4,0,2,2,3,0,0,0,0,0,0,0.4,0,0.5,0,0.5,1,0.333333,0,0.444444,0,0.4,1,1,4,1,2,1,3,9,2,5,2,true,0.176084,0.033234,0.841141,0.22332,-1.02535,0.009461,0.231846,0.222825,8.64,0.543786,1.690983,0.009461,0,0,0,0,0,1,5
1651,19569,9.881702,82.5,4.424847,2,2,1,0.981538,0.554151,0.290472,0.155448,6,1,0,1,1,0,0,16.5,2,0,2,2,0,0,5,0,0,0,0,0,0,11.5,2,0,2,2,0,0,0.166667,0,0.2,0.333333,0,0,0.121212,0,0.166667,0.222222,0,0,1,5,3,1,1,4.5,12,9,1,2,false,0.173535,0.032411,0.832998,0.219608,-1.0275,0.009268,0.231541,0.221535,8.617647,0.543304,1.696866,0.009268,0,0,0,0,1,0,4
1666,19870.5,9.896992,79,4.382027,2,2,1,0.981667,0.553259,0.291335,0.155475,6,3,0,3,0,2,1,20,9,0,9,0,7,2,3,2,0,2,0,2,0,17,7,0,7,0,5,2,0.5,0,0.5,0,0.5,0.5,0.45,0,0.45,0,0.411765,0.666667,0,6,0,4,2,0,20,0,17,3,true,0.17497,0.032719,0.829365,0.219397,-1.047219,0.00912,0.232455,0.222539,8.640777,0.544734,1.705232,0.00912,0,0,0,0,0.75,0.25,4
1684,20449,9.92569,5,1.791759,2,2,1,0.981793,0.549479,0.292057,0.158533,7,2,0,2,0,0,2,94,33.5,0,33.5,0,0,33.5,42,0,0,0,0,0,0,52,33.5,0,33.5,0,0,33.5,0.285714,0,0.333333,0,0,0.5,0.356383,0,0.41875,0,0,0.5,1,6,1,1,4,14,80,2.5,10.5,67,true,0.175474,0.032962,0.83463,0.221622,-1.03239,0.008906,0.234123,0.223128,8.435185,0.547234,1.675293,0.008906,0,0,0,1,0,0,3
1715,20781,9.941794,81,4.406719,2,2,1,0.981918,0.550586,0.290901,0.158581,7,2,0,2,0,1,1,18,5.5,0,5.5,0,3,2.5,7,0,0,0,0,0,0,11,5.5,0,5.5,0,3,2.5,0.285714,0,0.333333,0,0.333333,0.5,0.305556,0,0.354839,0,0.333333,0.5,1,6,1,3,2,2.5,15.5,1.5,9,5,true,0.1758,0.033531,0.834933,0.221053,-1.029437,0.008837,0.2363,0.225503,8.504587,0.547639,1.693255,0.008837,0,0,0,0,0,1,5
1762,20997,9.952135,56,4.043051,2,2,1,0.982632,0.55234,0.290088,0.157638,9,5,1,4,0,2,2,43,10,1,9,0,4.5,4.5,16.5,4,0,4,0,2,2,26.5,6,1,5,0,2.5,2.5,0.555556,0.5,0.571429,0,0.666667,0.666667,0.232558,0.060606,0.339623,0,0.642857,0.642857,2,7,1,3,3,16.5,26.5,12.5,7,7,true,0.175085,0.033771,0.839623,0.221418,-1.029339,0.008669,0.234541,0.224032,8.459459,0.542807,1.693797,0.008669,0,0,0,0,0,0,0
1807,21733,9.986588,42.5,3.772761,2,2,1,0.982632,0.551768,0.292123,0.156174,6,1,0,1,1,0,0,56.5,4.5,0,4.5,4.5,0,0,24,0,0,0,0,0,0,32.5,4.5,0,4.5,4.5,0,0,0.166667,0,0.2,0.333333,0,0,0.079646,0,0.136364,0.333333,0,0,1,5,3,1,1,23.5,33,13.5,18,1.5,false,0.176256,0.033484,0.821168,0.218507,-1.053331,0.008413,0.23534,0.225091,8.702703,0.544584,1.729305,0.008413,0,0,1,0,0,0,2
1808,21832,9.991132,50.5,3.941582,2,2,1,0.982857,0.5497,0.293705,0.15666,10,4,0,4,3,1,0,48.5,18.5,0,18.5,16.5,2,0,7,3,0,3,1,2,0,41.5,15.5,0,15.5,15.5,0,0,0.4,0,0.444444,0.5,0.5,0,0.381443,0,0.402174,0.407407,0.5,0,1,9,6,2,1,2.5,46,40.5,4,1.5,false,0.176711,0.033466,0.820976,0.219515,-1.048997,0.008382,0.235762,0.225519,8.756757,0.546136,1.722116,0.008382,0,0,1,0,0,0,2
1864,22240.5,10.00967,25,3.258096,2,2,1,0.983185,0.552179,0.291024,0.156859,19,10,1,9,3,4,2,74,24,1,23,4.5,14.5,4,5,5,0,5,1,2,2,69,19,1,18,3.5,12.5,2,0.526316,0.5,0.529412,0.5,0.5,0.666667,0.324324,0.4,0.321678,0.147541,0.414286,0.666667,2,17,6,8,3,2.5,71.5,30.5,35,6,true,0.176231,0.034069,0.826241,0.219162,-1.047814,0.008201,0.235653,0.225717,8.919642,0.546571,1.725543,0.008201,0,0,0,0,0,1,5
1875,22416,10.01753,42,3.7612,2,2,1,0.983291,0.550769,0.292019,0.157274,7,2,0,2,0,1,1,57,5.5,0,5.5,0,3.5,2,8,0,0,0,0,0,0,49,5.5,0,5.5,0,3.5,2,0.285714,0,0.333333,0,0.333333,0.5,0.096491,0,0.314286,0,0.318182,0.666667,1,6,1,3,2,39.5,17.5,3.5,11,3,true,0.176796,0.034401,0.824561,0.219503,-1.055031,0.008143,0.23587,0.225993,8.920354,0.54701,1.728552,0.008143,0,0,0,0,0,1,5
1884,22644.5,10.027672,0,0,2,2,1,0.9835,0.548025,0.292037,0.16,19,9,0,9,6,2,1,99,44,0,44,38,5,1,4.5,2,0,2,1,0,1,94.5,42,0,42,37,5,0,0.473684,0,0.5,0.5,0.4,1,0.444444,0,0.44898,0.449704,0.4,1,1,18,12,5,1,1,98,84.5,12.5,1,true,0.177013,0.034237,0.834783,0.222264,-1.040835,0.008085,0.235805,0.225975,8.947369,0.548478,1.711113,0.008085,0,0,0,1,0,0,3
1917,23177.5,10.050938,62.5,4.15104,2,2,1,0.983602,0.548614,0.28998,0.161466,11,4,0,4,1,2,1,36.5,8,0,8,2,4,2,6,0,0,0,0,0,0,30.5,8,0,8,2,4,2,0.363636,0,0.4,0.333333,0.4,0.5,0.219178,0,0.326531,0.285714,0.296296,0.5,1,10,3,5,2,12,24.5,7,13.5,4,true,0.176575,0.033649,0.841924,0.222884,-1.021894,0.007917,0.236439,0.226257,8.905983,0.550267,1.685679,0.007917,0,0,0,0,0,1,5
1952,23354.5,10.058545,87,4.477337,2,2,1,0.983902,0.550861,0.289139,0.160059,7,3,0,3,1,2,0,12,5,0,5,1,4,0,7,3,0,3,1,2,0,5,2,0,2,0,2,0,0.428571,0,0.5,0.5,0.666667,0,0.416667,0,0.5,0.5,0.666667,0,1,6,2,3,1,2,10,2,6,2,false,0.17546,0.033047,0.840407,0.221805,-1.01965,0.007835,0.235787,0.225787,8.932203,0.549053,1.688489,0.007835,0,0,0,0,0,1,5
1968,23661,10.071584,63.5,4.166665,2,2,1,0.983902,0.550191,0.289671,0.160196,5,1,0,1,1,0,0,35.5,10.5,0,10.5,10.5,0,0,14.5,0,0,0,0,0,0,21,10.5,0,10.5,10.5,0,0,0.2,0,0.2,0.333333,0,0,0.295775,0,0.295775,0.333333,0,0,0,5,3,1,1,0,35.5,31.5,3,1,false,0.175558,0.033286,0.836975,0.221455,-1.034595,0.007782,0.235396,0.225477,9.008474,0.549452,1.6933,0.007782,0,0,1,0,0,0,2
1998,23875.5,10.080608,59,4.094345,2,2,1,0.984286,0.55031,0.290039,0.159709,6,3,0,3,0,1,2,40,19,0,19,0,3,16,5,2,0,2,0,0,2,35,17,0,17,0,3,14,0.5,0,0.5,0,0.333333,0.666667,0.475,0,0.475,0,0.3,0.533333,0,6,0,3,3,0,40,0,10,30,true,0.175425,0.033287,0.837479,0.221714,-1.028704,0.007703,0.234366,0.224595,8.941667,0.547244,1.689735,0.007703,0,0,0,0,1,0,4
2003,24105,10.090175,10,2.397895,2,2,1,0.984379,0.548886,0.291674,0.159498,4,0,0,0,0,0,0,89,0,0,0,0,0,0,4.5,0,0,0,0,0,0,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,84.5,4.5,1.5,1.5,1.5,false,0.176482,0.033204,0.832512,0.221617,-1.042813,0.007625,0.23428,0.224534,9,0.548308,1.698397,0.007625,1,0,0,0,0,0,0
2020,24186.5,10.09355,87,4.477337,2,2,1,0.984561,0.548774,0.291973,0.15931,5,3,0,3,1,1,1,12,7.5,0,7.5,3.5,2,2,6.5,2,0,2,0,2,0,5.5,5.5,0,5.5,3.5,0,2,0.6,0,0.6,0.5,1,0.5,0.625,0,0.625,0.5,1,0.666667,0,5,2,1,2,0,12,7,2,3,true,0.17747,0.032925,0.832248,0.22172,-1.039853,0.0075,0.232806,0.223142,8.829268,0.546619,1.697404,0.0075,0,1,0,0,0,0,1
2134,25659.5,10.152669,35.5,3.597312,2,2,1,0.985574,0.550018,0.291275,0.158761,12,7,0,7,1,4,2,63.5,32,0,32,1,25.5,5.5,5,5,0,5,1,2,2,58.5,27,0,27,0,23.5,3.5,0.583333,0,0.583333,1,0.571429,0.5,0.503937,0,0.503937,1,0.520408,0.407407,0,12,1,7,4,0,63.5,1,49,13.5,false,0.17783,0.033508,0.836957,0.222306,-1.051334,0.007125,0.232554,0.222937,8.882813,0.544058,1.709232,0.007125,0,0,0,0,1,0,4
2207,26647,10.190432,76.5,4.350278,2,2,1,0.985806,0.552049,0.290477,0.157527,8,3,0,3,2,0,1,22.5,7.5,0,7.5,5,0,2.5,5.5,0,0,0,0,0,0,17,7.5,0,7.5,5,0,2.5,0.375,0,0.375,0.5,0,0.333333,0.333333,0,0.333333,0.5,0,0.217391,0,8,4,1,3,0,22.5,10,1,11.5,false,0.175124,0.032402,0.830816,0.220351,-1.047802,0.006951,0.232112,0.222361,8.923664,0.543246,1.721693,0.006951,0,0,0,0,1,0,4
2308,27543.5,10.223522,80,4.394449,2,2,1,0.986321,0.558082,0.288472,0.153497,8,4,0,4,2,1,1,19,7,0,7,3,2,2,7,5,0,5,1,2,2,12,2,0,2,2,0,0,0.5,0,0.571429,0.5,1,0.5,0.368421,0,0.411765,0.3,1,0.4,1,7,4,1,2,2,17,10,2,5,false,0.172232,0.031851,0.821637,0.216496,-1.079954,0.006706,0.232785,0.222595,9.029851,0.54287,1.744656,0.006706,0,0,0,0,0,1,5
2342,28008.5,10.240263,53.5,3.998201,2,2,1,0.986531,0.557995,0.290576,0.151479,5,1,0,1,1,0,0,45.5,1,0,1,1,0,0,31,1,0,1,1,0,0,14.5,0,0,0,0,0,0,0.2,0,0.25,0.5,0,0,0.021978,0,0.038462,0.064516,0,0,1,4,2,1,1,19.5,26,15.5,8,2.5,false,0.173146,0.03139,0.808571,0.214612,-1.079428,0.006571,0.234527,0.224484,9.118519,0.544489,1.739066,0.006571,0,0,1,0,0,0,2
2343,28051.5,10.241797,78.5,4.375757,2,2,1,0.986531,0.557064,0.29176,0.151226,4,0,0,0,0,0,0,20.5,0,0,0,0,0,0,17,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3.5,17,2,10,5,false,0.173498,0.031376,0.803977,0.21428,-1.082478,0.006552,0.234853,0.224815,9.148149,0.545301,1.740402,0.006552,0,0,0,1,0,0,3
2365,28321.5,10.251376,33.5,3.540959,2,2,1,0.986531,0.558246,0.290587,0.151216,9,3,0,3,0,2,1,65.5,19,0,19,0,10.5,8.5,21.5,0,0,0,0,0,0,44,19,0,19,0,10.5,8.5,0.333333,0,0.375,0,0.4,0.5,0.290076,0,0.368932,0,0.396226,0.5,1,8,1,5,2,14,51.5,8,26.5,17,true,0.172309,0.031085,0.804809,0.213788,-1.081064,0.006514,0.234361,0.223993,9.080292,0.54494,1.742708,0.006514,0,0,0,0,1,0,4
2370,28364,10.252876,84.5,4.448516,2,2,1,0.986734,0.557047,0.290986,0.152017,7,4,0,4,2,1,1,14.5,7.5,0,7.5,3,2,2.5,5.5,3,0,3,1,2,0,9,4.5,0,4.5,2,0,2.5,0.571429,0,0.571429,0.666667,0.5,0.5,0.517241,0,0.517241,0.6,0.444444,0.5,0,7,3,2,2,0,14.5,5,4.5,5,true,0.17321,0.031441,0.809859,0.215261,-1.078194,0.006477,0.234288,0.223943,8.978417,0.544542,1.73997,0.006477,0,0,0,0,1,0,4
