@relation PostCheckBet

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute somebodyActedThisRound {false,true}
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute betFrequencyRound numeric
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute betProb numeric
@attribute action {check,bet}

@data
0,0,2,flop,634,false,0,8262.5,99,2,2,1,0.956,0.914483,0,0,0,0,0,false,0.174295,0.027649,0.818605,0.225068,-1.154702,0.021923,0.219749,0.209467,8,0.556386,1.708551,0.021923,1,bet
0,0,2,turn,634,false,0,8264.5,98,2,2,1,0.956721,0.888696,1,1,1,0.693147,1,true,0.174295,0.027649,0.823256,0.226122,-1.153224,0.021923,0.219749,0.209467,7.829787,0.555521,1.707107,0.021923,1,bet
0,0,2,river,634,false,0,8274.5,93,2,2,1,0.957419,0.8375,3,2,0.666667,1.386294,0.5,false,0.174295,0.027649,0.824074,0.226866,-1.151671,0.021923,0.219749,0.209467,7.851064,0.556211,1.70501,0.021923,1,bet
0,0,2,turn,690,false,0,8665,99,2,2,1,0.958095,0.893333,0,0,0,0,0,false,0.165994,0.026859,0.833333,0.222478,-1.148152,0.021308,0.213545,0.204092,7.72,0.547737,1.725424,0.021308,1,bet
0,0,2,flop,698,false,0,8681,99,2,2,1,0.95875,0.917333,0,0,0,0,0,false,0.166952,0.026553,0.830357,0.222053,-1.145748,0.021111,0.212536,0.203191,7.74,0.544428,1.725672,0.021111,1,bet
0,0,2,flop,700,false,0,8685.5,99,2,2,1,0.959385,0.92,0,0,0,0,0,false,0.167898,0.026477,0.831111,0.222756,-1.144549,0.020917,0.211932,0.202614,7.74,0.542857,1.725672,0.020917,1,bet
0,0,2,flop,702,false,0,8723.5,99,2,2,1,0.96,0.9225,0,0,0,0,0,false,0.168839,0.026402,0.831858,0.223174,-1.143353,0.020727,0.211331,0.20204,7.607843,0.541954,1.732308,0.020727,1,bet
0,0,2,flop,706,false,0,8749.5,99,2,2,1,0.960597,0.924848,0,0,0,0,0,false,0.170704,0.026254,0.828947,0.22275,-1.144648,0.020357,0.212958,0.203718,7.666667,0.543143,1.733865,0.020357,1,bet
0,0,2,flop,718,false,0,8792.5,97,2,2,1,0.961176,0.927059,1,0,0,0,0,false,0.169252,0.025817,0.826087,0.220962,-1.144358,0.020177,0.214958,0.205873,7.745098,0.542655,1.736678,0.020177,1,bet
0,0,2,flop,728,false,0,8823,99,2,2,1,0.961739,0.929143,0,0,0,0,0,false,0.168306,0.025464,0.82684,0.220293,-1.143167,0.02,0.212022,0.20306,7.764706,0.539496,1.738461,0.02,1,bet
0,0,2,flop,736,false,0,8836.5,99,2,2,1,0.962286,0.931111,0,0,0,0,0,false,0.167838,0.025189,0.827586,0.22017,-1.141977,0.019826,0.20973,0.200865,7.764706,0.535744,1.738461,0.019826,1,bet
0,0,2,flop,744,false,0,8850,99,2,2,1,0.962817,0.932973,0,0,0,0,0,false,0.16738,0.02492,0.828326,0.220048,-1.140789,0.019655,0.207487,0.198717,7.764706,0.532044,1.738461,0.019655,1,bet
0,0,2,flop,748,false,0,8857.5,99,2,2,1,0.963333,0.934737,0,0,0,0,0,false,0.167819,0.024787,0.82906,0.220457,-1.139603,0.019487,0.206383,0.19766,7.764706,0.529849,1.738461,0.019487,1,bet
0,0,2,flop,750,false,0,8862,99,2,2,1,0.963836,0.93641,0,0,0,0,0,false,0.1687,0.024721,0.829787,0.221128,-1.13842,0.019322,0.205836,0.197135,7.764706,0.528395,1.738461,0.019322,1,bet
0,0,2,flop,768,false,0,9249.5,99,2,2,1,0.964324,0.938,0,0,0,0,0,false,0.171244,0.02544,0.839506,0.22413,-1.118393,0.018689,0.210104,0.201606,7.830189,0.535364,1.748884,0.018689,1,bet
0,0,2,river,776,false,0,9357.5,53.5,2,2,1,0.9648,0.847059,5,1,0.2,2.639057,0.285714,false,0.170769,0.025179,0.834008,0.223853,-1.114133,0.018537,0.210513,0.202103,7.924528,0.535602,1.739326,0.018537,1,bet
0,0,2,flop,814,false,0,9803,97.5,2,2,1,0.965263,0.939512,1,0,0,0,0,false,0.170171,0.026455,0.837945,0.221586,-1.14073,0.017953,0.212958,0.204939,8.074074,0.536192,1.772096,0.017953,1,bet
0,0,2,flop,818,false,0,9827.5,99,2,2,1,0.965714,0.940952,0,0,0,0,0,false,0.171776,0.026326,0.835294,0.221468,-1.139849,0.017674,0.213139,0.205158,8.111111,0.53601,1.774909,0.017674,1,bet
0,0,2,flop,866,false,0,10084.5,92.5,2,2,1,0.966154,0.942326,1,0,0,0,0,false,0.166897,0.026023,0.827586,0.215094,-1.140333,0.017405,0.216322,0.208782,8.407408,0.53462,1.793429,0.017405,1,bet
0,0,2,flop,878,false,0,10315.5,99,2,2,1,0.966582,0.943636,0,0,0,0,0,false,0.169161,0.026803,0.827068,0.21567,-1.1268,0.017015,0.21678,0.209342,8.418181,0.536418,1.784048,0.017015,1,bet
0,0,2,flop,882,false,0,10330,99,2,2,1,0.967,0.944889,0,0,0,0,0,false,0.169526,0.026682,0.827715,0.215811,-1.12576,0.016889,0.215801,0.208397,8.436363,0.535697,1.784058,0.016889,1,bet
0,0,2,flop,884,false,0,10341.5,95.5,2,2,1,0.967407,0.946087,1,0,0,0,0,false,0.17027,0.026622,0.825279,0.216172,-1.126129,0.016765,0.216441,0.209054,8.454545,0.534982,1.78477,0.016765,1,bet
0,0,2,turn,890,false,0,10381.5,85,2,2,1,0.967805,0.8976,3,1,0.333333,1.94591,0.428571,true,0.171365,0.027562,0.830258,0.217904,-1.11987,0.016642,0.216107,0.20877,8.339286,0.532322,1.779153,0.016642,1,bet
0,0,2,flop,906,false,0,10740,95.5,2,2,1,0.968193,0.947234,1,0,0,0,0,false,0.170549,0.027077,0.825455,0.215553,-1.113965,0.016522,0.221099,0.21389,8.535714,0.537012,1.811189,0.016522,1,bet
0,0,2,flop,919,false,0,10777.5,99,2,2,1,0.968571,0.948333,0,0,0,0,0,false,0.170314,0.028862,0.836364,0.216815,-1.110751,0.016403,0.220152,0.211961,8.403509,0.532045,1.812511,0.016403,1,bet
0,0,2,river,934,false,0,11000,0.5,2,2,1,0.968941,0.855556,4,1,0.25,3.511545,0.329949,false,0.169723,0.029467,0.83813,0.217204,-1.096303,0.016286,0.216631,0.208571,8.456141,0.528251,1.787598,0.016286,1,bet
0,0,2,turn,944,false,0,11098.5,79.5,2,2,1,0.969302,0.901538,2,0,0,0,0,false,0.172152,0.031266,0.840426,0.218551,-1.099758,0.016056,0.218565,0.210591,8.413794,0.527876,1.794579,0.016056,1,bet
0,0,2,river,944,false,0,11110.5,73.5,2,2,1,0.969655,0.863158,5,2,0.4,1.609438,0.156863,true,0.172152,0.031266,0.847518,0.220058,-1.095945,0.016056,0.218565,0.210591,8.288136,0.527815,1.790447,0.016056,1,bet
0,0,2,turn,980,false,0,11334.5,92,2,2,1,0.97,0.905185,3,1,0.333333,0.693147,0.142857,false,0.170935,0.033171,0.853147,0.219173,-1.091984,0.015833,0.21565,0.207967,8.423729,0.521674,1.81279,0.015833,1,bet
0,0,2,flop,1002,false,0,11520,99,2,2,1,0.970337,0.949388,0,0,0,0,0,false,0.172167,0.034433,0.84589,0.218098,-1.105541,0.015616,0.214911,0.207396,8.542373,0.519158,1.829024,0.015616,1,bet
