@relation PostFoldCallRaise

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute deficit numeric
@attribute potOdds numeric
@attribute maxbet numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute foldFrequency numeric
@attribute callFrequency numeric
@attribute raiseFrequency numeric
@attribute foldFrequencyRound numeric
@attribute callFrequencyRound numeric
@attribute raiseFrequencyRound numeric
@attribute isComitted {false,true}
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute nbPlayerRoundRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute foldProb numeric
@attribute callProb numeric
@attribute raiseProb numeric
@attribute action {fold,call,raise}

@data
0,0,1,turn,190,1,2128.5,93.5,1.704748,0.002577,1.704748,2,2,1,0.540833,0.321042,0.13875,0.13,0.478333,0.391667,false,3,0,0,0,0,0,false,0.176289,0.039381,0.757576,0.19122,-1.018073,0.078621,0.22268,0.209485,9.636364,0.520219,1.55506,0.078621,0,0,1,raise
0,0,1,flop,197,1,2187.5,84.5,0.916291,0.001142,0.916291,2,2,1,0.539596,0.321414,0.139596,0.262857,0.434286,0.302857,false,2,0,0,0,0,0,false,0.175124,0.03801,0.75,0.190521,-1.02749,0.076,0.219901,0.207164,9,0.514286,1.545559,0.076,0,0,1,raise
0,0,1,flop,197,3,2199,79.5,1.386294,0.001816,2.197225,2,2,1,0.536884,0.319799,0.14392,0.253793,0.41931,0.326897,true,4,1,1,0.25,1.252763,0.106383,true,0.175124,0.03801,0.764706,0.19434,-1.01959,0.076,0.219901,0.207164,9.083333,0.516842,1.537472,0.076,0,0,1,raise
0,0,1,flop,197,5,2218,71.5,1.94591,0.003146,2.995732,2,2,1,0.5342,0.3182,0.1482,0.245333,0.405333,0.349333,true,6,2,2,0.333333,2.014903,0.188406,true,0.175124,0.03801,0.779412,0.198122,-1.007221,0.076,0.219901,0.207164,9.166667,0.519372,1.52543,0.076,0,1,0,call
0,0,1,turn,197,1,2226.5,64.5,0.405465,0.000673,0.405465,2,2,1,0.531542,0.321592,0.147463,0.1248,0.4592,0.416,false,7,2,0,0.285714,2.014903,0.180556,false,0.175124,0.03801,0.768116,0.197196,-1.019437,0.076,0.219901,0.207164,9.25,0.521875,1.526994,0.076,0,0,1,raise
0,0,1,river,197,1,2233,61,0,0.000448,0,2,2,1,0.528911,0.32,0.151683,0.326154,0.492308,0.181538,false,9,3,0,0.333333,2.251292,0.217949,true,0.175124,0.03801,0.782609,0.20093,-1.012466,0.076,0.219901,0.207164,8.615385,0.521649,1.518489,0.076,0,1,0,call
0,0,1,flop,203,1,2258,99,0,0.000443,0,2,2,1,0.530628,0.321932,0.148019,0.237419,0.424516,0.338064,false,1,0,0,0,0,0,false,0.174879,0.036908,0.760563,0.196364,-1.015058,0.073548,0.218357,0.20599,8.769231,0.521212,1.530579,0.073548,1,0,0,fold
0,0,1,flop,207,1,2314,75.5,0.916291,0.001079,0.916291,2,2,1,0.530047,0.325308,0.145213,0.26125,0.41125,0.3275,false,2,0,0,0,0,0,false,0.176303,0.036209,0.739726,0.192857,-1.055638,0.07125,0.218957,0.206825,8.923077,0.520792,1.556897,0.07125,0,1,0,call
0,0,1,turn,207,2,2325.5,71,1.609438,0.002145,1.94591,2,2,1,0.527547,0.328491,0.144528,0.12,0.441538,0.438462,true,4,1,1,0.25,1.098612,0.060606,true,0.176303,0.036209,0.743243,0.195575,-1.050294,0.07125,0.218957,0.206825,9,0.523153,1.552445,0.07125,0,1,0,call
0,0,1,river,207,1,2338.5,66,2.079442,0.003409,2.079442,2,2,1,0.52507,0.331643,0.14385,0.302857,0.528571,0.168571,false,5,1,0,0.2,1.098612,0.04878,false,0.176303,0.036209,0.733333,0.194714,-1.058511,0.07125,0.218957,0.206825,9.076923,0.52549,1.560366,0.07125,1,0,0,fold
0,0,1,flop,214,1,2360,95.5,1.252763,0.001481,1.252763,2,2,1,0.531376,0.328624,0.14055,0.253333,0.429091,0.317576,false,2,0,0,0,0,0,false,0.175229,0.035046,0.723684,0.190517,-1.064223,0.069091,0.216514,0.204771,9.230769,0.522488,1.564901,0.069091,1,0,0,fold
0,0,1,flop,233,1,2415,99,2.140066,0.003507,2.140066,2,2,1,0.542783,0.324522,0.133217,0.275294,0.416471,0.308235,false,1,0,0,0,0,0,false,0.17384,0.032236,0.721519,0.187805,-1.057271,0.063333,0.203376,0.192574,9.384615,0.503167,1.58436,0.063333,0,0,1,raise
0,0,1,flop,233,3,2452.5,82,2.484907,0.004869,3.367296,2,2,1,0.540433,0.323117,0.13697,0.267429,0.404571,0.328,true,3,1,1,0.333333,2.251292,0.293103,true,0.17384,0.032236,0.734177,0.191093,-1.032024,0.063333,0.203376,0.192574,9.461538,0.505405,1.556843,0.063333,0,1,0,call
0,0,1,turn,233,1,2469,70,1.504077,0.001819,1.504077,2,2,1,0.538103,0.326034,0.136379,0.115556,0.462222,0.422222,false,4,1,0,0.25,2.251292,0.253731,false,0.17384,0.032236,0.725,0.190323,-1.051057,0.063333,0.203376,0.192574,9.538462,0.507623,1.561097,0.063333,0,1,0,call
0,0,1,flop,237,1,2490,98,2.079442,0.003203,2.079442,2,2,1,0.53322,0.33322,0.134068,0.26,0.421111,0.318889,false,2,0,0,0,0,0,false,0.175104,0.031701,0.698795,0.187302,-1.06044,0.061622,0.204149,0.193527,9.692307,0.507489,1.569552,0.061622,0,0,1,raise
0,0,1,flop,237,3,2522.5,82,2.140066,0.003358,3.198673,2,2,1,0.53097,0.331814,0.137722,0.252973,0.40973,0.337297,true,4,1,1,0.25,2.197225,0.313725,true,0.175104,0.031701,0.710843,0.190514,-1.03749,0.061622,0.204149,0.193527,9.769231,0.509649,1.542148,0.061622,0,1,0,call
0,0,1,turn,237,2,2539.5,71.5,1.504077,0.001769,1.871802,2,2,1,0.528739,0.334622,0.137143,0.111429,0.481429,0.407143,true,6,2,1,0.333333,2.397895,0.3125,true,0.175104,0.031701,0.714286,0.192941,-1.041833,0.061622,0.204149,0.193527,9.846154,0.51179,1.537676,0.061622,0,1,0,call
0,0,1,river,237,1,2550.5,67,1.871802,0.002542,1.871802,2,2,1,0.526527,0.337406,0.136569,0.349333,0.493333,0.157333,false,7,2,0,0.285714,2.397895,0.25974,false,0.175104,0.031701,0.705882,0.192188,-1.048639,0.061622,0.204149,0.193527,9.923077,0.513913,1.543666,0.061622,0,1,0,call
0,0,1,flop,258,1,2667.5,95.5,1.94591,0.002617,1.94591,2,2,1,0.542677,0.325354,0.132441,0.246316,0.425263,0.328421,false,2,0,0,0,0,0,false,0.168702,0.032977,0.701149,0.18524,-1.060048,0.06,0.203053,0.193282,10.307693,0.506996,1.599151,0.06,0,0,1,raise
0,0,1,flop,258,3,2702,81.5,2.60269,0.004971,3.314186,2,2,1,0.540549,0.324078,0.135843,0.24,0.414359,0.345641,true,4,1,1,0.25,2.079442,0.225806,true,0.168702,0.032977,0.712644,0.188235,-1.040842,0.06,0.203053,0.193282,10.384615,0.509016,1.581303,0.06,0,0,1,raise
0,0,1,flop,258,5,2757,54.5,2.674149,0.005232,4.016383,2,2,1,0.538437,0.322812,0.139219,0.234,0.404,0.362,true,6,2,2,0.333333,3.068053,0.347458,true,0.168702,0.032977,0.724138,0.191209,-1.005858,0.06,0.203053,0.193282,10.461538,0.51102,1.539184,0.06,0,0,1,raise
0,0,1,turn,258,2,2807,23.5,0.916291,0.00089,1.504077,2,2,1,0.536342,0.321556,0.142568,0.107586,0.49931,0.393103,true,9,4,1,0.444444,3.637586,0.474359,true,0.168702,0.032977,0.747126,0.197091,-0.963583,0.06,0.203053,0.193282,9.785714,0.510931,1.478586,0.06,0,0,1,raise
0,0,1,river,258,1,2816,18.5,0.405465,0.000532,0.405465,2,2,1,0.534264,0.32031,0.145891,0.3275,0.525,0.1475,false,11,5,0,0.454545,3.701302,0.481707,true,0.168702,0.032977,0.758621,0.2,-0.957904,0.06,0.203053,0.193282,9.2,0.510843,1.470679,0.06,0,0,1,raise
0,0,1,flop,262,1,2857.5,89.5,2.197225,0.00314,2.197225,2,2,1,0.529924,0.323053,0.147481,0.228293,0.394146,0.377561,false,2,0,0,0,0,0,false,0.173684,0.032481,0.764045,0.203559,-0.963008,0.057,0.203759,0.194135,8.75,0.508661,1.476991,0.057,1,0,0,fold
