@relation PostCheckBet

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute somebodyActedThisRound {false,true}
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute betFrequencyRound numeric
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute betProb numeric
@attribute action {check,bet}

@data
0,0,2,turn,467,false,0,5840,77.5,2,2,1,0.930526,0.829333,2,0,0,0,0,false,0.157537,0.031083,0.85,0.194043,-1.389212,0.037377,0.202123,0.196688,8.36,0.488177,1.980297,0.037377,1,bet
0,0,2,turn,481,false,0,5904,97,2,2,1,0.932308,0.84,2,0,0,0,0,false,0.159175,0.030186,0.811024,0.189712,-1.390163,0.035625,0.202474,0.197196,8.68,0.492124,1.982659,0.035625,1,bet
0,0,2,flop,505,false,0,5975,99,2,2,1,0.934,0.887273,0,0,0,0,0,false,0.157564,0.030727,0.813953,0.187649,-1.383406,0.03403,0.196857,0.189862,8.461538,0.48092,1.990362,0.03403,1,bet
0,0,2,turn,505,false,0,5977,98,2,2,1,0.93561,0.849412,1,1,1,0.693147,1,true,0.157564,0.030727,0.821705,0.189264,-1.380845,0.03403,0.196857,0.189862,8.148149,0.479816,1.98784,0.03403,1,bet
0,0,2,river,505,false,0,5987,93,2,2,1,0.937143,0.711111,3,2,0.666667,1.386294,0.5,false,0.157564,0.030727,0.823077,0.190495,-1.377669,0.03403,0.196857,0.189862,8.185185,0.481007,1.983849,0.03403,1,bet
0,0,2,flop,529,false,0,6086,93.5,2,2,1,0.938605,0.892174,1,0,0,0,0,false,0.154221,0.029343,0.80597,0.185851,-1.383125,0.033043,0.193621,0.186942,8.37037,0.476106,1.990563,0.033043,1,bet
0,0,2,flop,537,false,0,6307,93.5,2,2,1,0.94,0.896667,1,0,0,0,0,false,0.155638,0.030758,0.80292,0.186817,-1.439035,0.032571,0.194455,0.187874,8.481482,0.475381,2.022392,0.032571,1,bet
0,0,2,turn,537,false,0,6309,92.5,2,2,1,0.941333,0.857778,2,1,0.5,0.693147,0.153846,true,0.155638,0.030758,0.810219,0.188346,-1.436519,0.032571,0.194455,0.187874,8.178572,0.474348,2.019917,0.032571,1,bet
0,0,2,river,537,false,0,6319,87.5,2,2,1,0.942609,0.74,4,2,0.5,1.386294,0.26087,false,0.155638,0.030758,0.811594,0.189513,-1.433297,0.032571,0.194455,0.187874,8.214286,0.475488,2.015968,0.032571,1,bet
0,0,2,flop,541,false,0,6373,99,2,2,1,0.94383,0.9008,0,0,0,0,0,false,0.15633,0.030532,0.807143,0.18961,-1.430989,0.032113,0.194862,0.18833,8.285714,0.476724,2.022535,0.032113,1,bet
0,0,2,flop,569,false,0,6527.5,98,2,2,1,0.945,0.904615,1,0,0,0,0,false,0.152181,0.030785,0.809859,0.186404,-1.427215,0.031667,0.194066,0.187853,8.464286,0.47027,2.050159,0.031667,1,bet
0,0,2,flop,581,false,0,6742.5,98,2,2,1,0.946122,0.908148,1,0,0,0,0,false,0.152479,0.030154,0.797297,0.187086,-1.378299,0.030811,0.195214,0.189128,8.413794,0.471111,1.988963,0.030811,1,bet
0,0,2,turn,581,false,0,6746.5,96,2,2,1,0.9472,0.865263,3,1,0.333333,0.693147,0.333333,false,0.152479,0.030154,0.798658,0.188174,-1.376599,0.030811,0.195214,0.189128,8.448276,0.472177,1.987032,0.030811,1,bet
0,0,2,flop,595,false,0,6806.5,99,2,2,1,0.948235,0.911429,0,0,0,0,0,false,0.150584,0.029449,0.789474,0.186348,-1.376643,0.0304,0.192321,0.186377,8.551724,0.469703,1.989547,0.0304,1,bet
0,0,2,turn,595,false,0,6810.5,97,2,2,1,0.949231,0.872,2,1,0.5,0.693147,0.5,false,0.150584,0.029449,0.79085,0.187415,-1.374956,0.0304,0.192321,0.186377,8.586206,0.470751,1.987631,0.0304,1,bet
0,0,2,turn,633,false,0,7320.5,99,2,2,1,0.950189,0.878095,0,0,0,0,0,false,0.149451,0.027692,0.765432,0.181994,-1.387074,0.028861,0.191837,0.186248,8.766666,0.472285,1.963503,0.028861,1,bet
0,0,2,flop,635,false,0,7395.5,99,2,2,1,0.951111,0.914483,0,0,0,0,0,false,0.152113,0.027606,0.748503,0.181847,-1.400953,0.028148,0.192801,0.18723,8.9,0.475325,1.972299,0.028148,1,bet
0,0,2,flop,647,false,0,7499,99,2,2,1,0.952,0.917333,0,0,0,0,0,false,0.153917,0.028633,0.752941,0.183125,-1.378222,0.02747,0.193856,0.188387,8.774194,0.474909,1.953497,0.02747,1,bet
0,0,2,flop,661,false,0,7798.5,95,2,2,1,0.952857,0.92,1,0,0,0,0,false,0.153684,0.02803,0.763006,0.185321,-1.313172,0.026824,0.194286,0.188932,8.6875,0.4746,1.896579,0.026824,1,bet
0,0,2,flop,673,false,0,7990.5,99,2,2,1,0.953684,0.9225,0,0,0,0,0,false,0.155391,0.027533,0.768362,0.187706,-1.261968,0.025909,0.190842,0.185583,8.352942,0.473484,1.838337,0.025909,1,bet
0,0,2,flop,675,false,0,7997.5,99,2,2,1,0.954483,0.924848,0,0,0,0,0,false,0.156406,0.027452,0.769663,0.188358,-1.260507,0.025618,0.191753,0.18651,8.382353,0.473575,1.838032,0.025618,1,bet
0,0,2,flop,703,false,0,8134.5,99,2,2,1,0.955254,0.927059,0,0,0,0,0,false,0.153041,0.026365,0.772222,0.185528,-1.253243,0.025055,0.191231,0.186195,8.558824,0.470134,1.853921,0.025055,1,bet
0,0,2,turn,707,false,0,8266,38.5,2,2,1,0.956,0.883636,2,0,0,0,0,false,0.153586,0.026217,0.765027,0.185366,-1.280421,0.024783,0.192968,0.187961,8.647058,0.471215,1.869426,0.024783,1,bet
0,0,2,river,707,false,0,8280,31.5,2,2,1,0.956721,0.763636,5,2,0.4,1.704748,0.066667,true,0.153586,0.026217,0.775956,0.187697,-1.274064,0.024783,0.192968,0.187961,8.428572,0.47131,1.86259,0.024783,1,bet
0,0,2,flop,711,false,0,8298.5,99,2,2,1,0.957419,0.929143,0,0,0,0,0,false,0.154126,0.02607,0.782609,0.189474,-1.268589,0.024516,0.191888,0.186909,8.222222,0.469852,1.856504,0.024516,1,bet
0,0,2,river,711,false,0,8380.5,58,2,2,1,0.958095,0.783333,5,2,0.4,2.525729,0.280488,false,0.154126,0.02607,0.784946,0.191231,-1.263374,0.024516,0.191888,0.186909,8.305555,0.472459,1.845317,0.024516,1,bet
0,0,2,flop,775,false,0,8625,98,2,2,1,0.95875,0.931111,1,0,0,0,0,false,0.145314,0.025212,0.8,0.187766,-1.241852,0.02375,0.185109,0.179255,7.775,0.459724,1.823322,0.02375,1,bet
0,0,2,flop,815,false,0,8711,99,2,2,1,0.959385,0.932973,0,0,0,0,0,false,0.143101,0.025201,0.797927,0.184062,-1.239629,0.02303,0.180952,0.174164,7.707317,0.450148,1.826121,0.02303,1,bet
0,0,2,flop,825,false,0,8752,99,2,2,1,0.96,0.934737,0,0,0,0,0,false,0.143788,0.026104,0.804124,0.184968,-1.236964,0.0228,0.179976,0.173269,7.731707,0.447007,1.83094,0.0228,1,bet
0,0,2,flop,829,false,0,8759.5,99,2,2,1,0.960597,0.93641,0,0,0,0,0,false,0.144298,0.025978,0.805128,0.185533,-1.235634,0.022574,0.179112,0.172437,7.731707,0.445058,1.83094,0.022574,1,bet
0,0,2,flop,837,false,0,8786,92.5,2,2,1,0.961176,0.938,1,0,0,0,0,false,0.144114,0.025731,0.80203,0.18539,-1.237238,0.022353,0.178597,0.171986,7.756098,0.442651,1.832551,0.022353,1,bet
0,0,2,flop,851,false,0,9044.5,90,2,2,1,0.961739,0.939512,1,0,0,0,0,false,0.145263,0.02531,0.789216,0.185203,-1.271646,0.021714,0.179181,0.172678,7.604651,0.445352,1.848034,0.021714,1,bet
0,0,2,turn,851,false,0,9087.5,68.5,2,2,1,0.962286,0.888696,3,1,0.333333,0.693147,0.032787,false,0.145263,0.02531,0.790244,0.185978,-1.27889,0.021714,0.179181,0.172678,7.627907,0.446132,1.851427,0.021714,1,bet
0,0,2,flop,875,false,0,9565,65.5,2,2,1,0.962817,0.940952,1,0,0,0,0,false,0.145848,0.025757,0.788732,0.187366,-1.301231,0.021111,0.179977,0.173652,7.930233,0.449252,1.893116,0.021111,1,bet
0,0,2,turn,875,false,0,9591,52.5,2,2,1,0.963333,0.893333,7,3,0.428571,1.791759,0.107527,false,0.145848,0.025757,0.799065,0.190036,-1.297078,0.021111,0.179977,0.173652,8,0.451491,1.887474,0.021111,1,bet
0,0,2,river,875,false,0,9611,42.5,2,2,1,0.963836,0.8,11,5,0.454545,2.351375,0.168142,false,0.145848,0.025757,0.804651,0.191726,-1.292697,0.021111,0.179977,0.173652,8.046512,0.452973,1.882059,0.021111,1,bet
0,0,2,turn,913,false,0,9894,20.5,2,2,1,0.964324,0.8976,4,1,0.25,2.639057,0.165605,false,0.144166,0.02578,0.800905,0.189294,-1.294951,0.020541,0.180153,0.174089,8.136364,0.452083,1.877012,0.020541,1,bet
0,0,2,turn,925,false,0,10019,64,2,2,1,0.9648,0.901538,5,2,0.4,1.098612,0.057143,false,0.14338,0.026523,0.808036,0.190807,-1.30305,0.020357,0.181055,0.17507,8.111111,0.454103,1.878151,0.020357,1,bet
0,0,2,river,925,false,0,10081,33,2,2,1,0.965263,0.814286,12,6,0.5,2.970414,0.280303,true,0.14338,0.026523,0.825893,0.19442,-1.285623,0.020357,0.181055,0.17507,8,0.455612,1.858198,0.020357,1,bet
